Smell word,In hoofdstuk?,Lexical category,Spelling variants,Olfactory Language Category,Valuation,Provenance,Definition,Attestation,
regenboog,,noun,,Smell source / object,,WNT,,"Men zeit dat de Regenboog wanneer zy haar hoornen rechtdraats over de bloemen kromt, een gantsch Goddeliken reuk daar aan byzet, waar door haar natuur ongelooffelik wort veredelt,   de brune, Jok en E. 150 [1644].; Een regenboog van schoone kleuren: Ook streeft haar geur ver boven vele geuren, Clara Ghyben, Mengeldichten",
reseda,,noun,"resida, Italiaansche rakette",Smell source / object,,WNT,"1. plantengeslacht Reseda, uit de familie der reseda-achtigen, inz. voor de om haar fijnen, zoeten geur bekende soort Reseda odorata L, 2. De geur der bloemen van de onder de bet. 1) genoemde plantensoort reseda odorata L., of een daarnaar riekend parfum of reukwater. ","Dat juist onder die enkele groene bloemen voorbeelden van sterken reuk worden aangetroffen, zooals b.v. de Reseda's en de bloemen van Vitis en Ampelopsis ons leeren kunnen,   oudemans en de vries, Leerb. 1, 292 [1906].; Heb je ook niet, dat sommige tonen de gedachte aan een geur bij je opwekken, bij voorbeeld opoponax of réséda? Orgeltonen zijn net als wierook, Couperus, E. Vere 1, 240 [1889]; Zijn lang, gladgeschoren gezicht was wit van 't poeder en hij rook zeer straf naar reseda, Thiry, Hofken v. Ol. 112 [1925].; Wie zou ik ooit binnenvoeren in mijn klein domein waar alles in gereedheid was gebracht, het bed gespreid, geurige reseda voor de toiletspiegel en een kaars die door zijn vlam wordt verteerd?   v. beek, Hand b. d. O. 198 [1960].; Voor haar koos ik een flacon parfum Lucien Lelong. — Wat is haar smaak, meneer? — Niet te uitbundig, mademoiselle, een vriendelijke geur. Met een stift bracht zij de geuren van alle bloemen ter wereld over op mijn hand, rozen, seringen, reseda, radeloos snoof ik de aromen, 213.",
retinaphta,,noun,,Smell source / object,,WNT,Zekere koolwaterstofverbinding die vrijkomt bij de distillatie van hars; tolueen. ,"De retinaphta is eene volkomen heldere vloeistof van aangenamen reuk en eenigzins prikkelenden smaak,   v. tricht, Wdb. d. Scheik. 6368 [1864].",
reukbloem,,noun,,Smell source / object,,WNT,,"De bijzonderste sier- en reukbloemen, voor het Vlaamsche land, zijn: Viool, Madelief …, Sneeuwbal, Sering enz.,   de cock en teirl., Kindersp. 6, 184 [1906].",
reukfles,,noun,,Smell source / object,,WNT,,"De flacon of het reukfleschje was destijds alleen het bezit der teedere kunne, gelijk de tabaksdoos nog altijd dat der mannen gebleven is. ; Mooie beuzelingen, reukflesschen, handvuurschermen …, sigarenbusjes enz.,   beets, C.O. 141 [1840].; Het reukfleschje van Lea, dat, aan een gouden ketting vastgehaakt, links aan den gordel van Bettemie prijkte,   v. lennep, K. Zev. 5, 102 [1865].",
reukgras,,noun,"feanraai, rûkersgers, rûkgers",Smell source / object,,WNT; Friesch WDB,Anthoxanthum odoratum L. ,"De ruige bloei der grassen: reukgras, vossenstaart, trilgras, beemdgras en andere,   de stoppelaar, Vogels v. Polder en Weide 89 [1939].",
reukkaars,,noun,rookkaars,Smell source / object,,WNT,,"Rook-kaarsjes, in 't latijn Candelac pro fumo; zijn een zoort van kleine Kaarsjes, welke in brand gestooken wordende, een aangenaame reuk van zich verbreiden, en daar door een goede lucht in de vertrekken maakt,   chomel 3100 b [1773].; Hoe men Rook-kaarsjes maakt. Neemt beste laudanum, beste storax, benzoin en kruid nagels enz.   … maakt er … gesmolten, een stijve massa van, en vormt er … figuuren uit …, bij voorbeeld vogeltjes, keersjes enz., chomel 3100 b [1773].",
reukvaas,,noun,urn,Smell source / object,,WNT,,"Hier staat gij (een declamatrice) als een plant …, Die met haar bloesems en haar vruchten Verscholen in de oranjerie, Slechts schaars een hulde vergt …; Een reukvaas, in de nis eens heiligdoms gesloten, Die naauw laat gissen, welk een schat Van balsemgeur haar urn bevat,   ter haar, Ged. 2, 153 [1849].; Als de ambervaas, die, barstend, al haar geuren In 't rond verspreidt, als de urn verbroken wordt, Hebt ge over ons, die uw gemis betreuren, Uw liefde van uw doodbed uitgestort! 3,   84 [1851].; Het geurigst reukwerk brandt op 't hoogaltaar der kunsten; Men brengt er amber in porfieren vazen aan,   spandaw 4, 175 [1838].",
reukwater,,noun,,Smell source / object,,WNT,,"Toilet- en reukwaters, mond- en tandwaters enz.,   Tariefw. 1934 (Stbl. 1935, n° 381), blz. 205.",
reukwerkaltaar,,noun,"reukaltaar, rookalter",Smell source / object,,WNT; Friesch WDB,,"Uit het heilige gaat men niet over tot het allerheilige, tenzij er geofferd is op het reukwerk-altaar, Sepp in Godgeleerde Bijdr. 44, 1, 238 [1870].; Friesch WDB: de Hillige Aertsingel Michaël, dy't oan de rjuchterside fen it rookalter stiet. j.h. galama, sneinsmissael, 325, [1940].; Hawwende in gouden rookalter en de arke fen it forboun. Bibel, Hebreën 9:4, [194",
reukwerkbereiding,,noun,,Smell source / object,,WNT,,,
reukwerkbrander,,noun,,Smell source / object,,WNT,,"Bij het onovertrefbare Eau de Cologne en de Parijsche parfumeriën … verdienen de Engelsche inzendingen … en vooral die van E. R. te Londen te worden genoemd, wiens reukwerkbranders of vaporisers voor groote zalen en schouwburgen meer en meer in gebruik komen,   Ts. Nijverh. 1863, 58.",
reukwerkdoos,,noun,,Smell source / object,,WNT,doos of pot voor het bewaren van reukwerk ,,
reukwerkhandel,,noun,,Smell source / object,,WNT,bedrijfstak die zich bezighoudt met de bereiding en verkoop van parfumerieën ,,
reukwerkkastje,,noun,Reuckwerckkasken,Smell source / object,,WNT,kastje met vakjes en/of laadjes voor het bewaren van welriekende waren,,
reukwerkvat,,noun,,Smell source / object,,WNT,vat voor het bewaren van welriekende waren,"Oud-Romeinsche balsemkannen en reukwerkvaten, Boek d. Uitv. 4, 332 [1867]",
reukwerkverkoper,,noun,,Smell source / object,,WNT,,,
reukzalf,,noun,,Smell source / object,,WNT,,"D'essence, muskestal, en reukzalf, om te smeeren, Kan al de hoeken van de schouplaats parfumeeren,  Rotgans, Poëzy 659.; Unguentum odoriserum Welruickende Salf,  Winter, Leeuw. Apoth. 103 [ed. 1692].",
reukzout,,noun,,Smell source / object,,WNT,,"”Bron-, bad- en reukzouten; verpakt of in tabletvorm”, Tariefw. 1924 (Stbl. 568), blz. 49",
rhodus,,noun,rhodisch,Smell source / object,,WNT,rhodus hout,"Rhodisch Hout. Lignum Rhodium. Agallochum Forte. Xyloaloë-solida, is een roodagtig, welriekend, en met een aschverwige bast overtrokken hout. Het groeit op het Eiland Rhodus,   hubner-westerhovius, Kunstwdb. [1734].; Rhodus Hout, Roozenhout, Cyprushout. Een Hout dat eenigzints naar Geel Zandelhout gelykt, Geelachtig van Kleur is, en eenen Roozen Reuk van zich geeft,   buys, Wdb. v. K. en W. 6, 631 [1774].
Rhodisch hout …, rozenhout, zeer fijn witgeel hout met eenen rozengeur, op het eiland Rhodus (dat is rozeneiland) enz.; dit hout levert de kostbare rozenhout-olie,   kramers, Kunstwdt. [1847].",
rog,,noun,,Smell source / object,,WNT,,"Den Roch is vreemt van reuck, die evenwel meest vergaet, als hy wat gehouden wert. Daerom ghelooft men in Vranckrijck, … dat hy, door het vervoeren, malsser en smakelijker werdt, dan wy hebben hem hier te Lande liever versch,   v. beverw., Schat d. Ges. 133 b [1642].; De Rogh … is niet aangenaam van smaak, en ook niet heel gezond, versch gegeeten; daarenboven ruikt hy wat benaauwt, maar gedroogt, is hy redelijk goed,   egede, Groenl. 91 [1746].",
rok,,noun,,Smell source / object,,WNT,,"Wat is heur duuels nachtmael anders dan seluen een gelapten rock (zooals Luther de mis noemde), daer Luther eerst een vernuften, onreynen, ouden, beschimmelde lap op gheset heeft: ba daer na heefter Zwinglius zijn vuyl gepestilenside vodden op gebroyt enz.,   Hist. v. Corn. Adr. 1, 183 [ed. 1569].; ",
rookvat,,noun,"Roockvat, wierroockvat, Roocktuygh",Smell source / object,,WNT,,"(Roocktuygh) Als roockvaten, pannen, schalen, Statenb., 2 Kron. 30, kantt. 34 [ed. 1688].; Ende een yeder hadde sijn roockvat in sijne hant: ende een overvloedige wolcke des reuckwercks gingh op. Statenb., Ezech. 8, 11 [ed. 1688].; Chore hadde effen eenen rock ende roockvat als Aaron,   in fredericq, Pamfl. 16 [1568].; Zy hebben groote Zilvere Rookvaten, daer zy verscheidene Wierooken en Gommen in smyten, en branden, en alle omstanders ook mede berooken, Witsen, N. en O. Tart. 264 a.",
rookwerk,,noun,reukwerk,Smell source / object,,WNT,Hetgeen men aansteekt met het doel daardoor rook te verwekken; Met bijgedachte aan Rook (III) (verg. de Aanm. ald.). Hetgeen men aansteekt of door vuur verhit met het doel daardoor een al of niet welriekenden rook te verwekken. In 't eerste geval nagenoeg hetzelfde als reukwerk. ,"Rook-werk. … Hier door word al dat geene verstaan, dat aangestooken of op gloejende kolen gelegt zijnde, een aangenaame of onaangenaame reuk van zich geeft, gelijk … de rook van barnsteen, benzoin …, wierook, duivels-drek, paarde-hoef, allerleij specerijen, en ruikende specerijagtige kruiden, wortelen enz.,  Chomel 3101 a [1773].; De Rook-werken kunnen ook nat of vloeibaar zijn, als … gemeene azijn, roosen-azijn, reuk-azijn, geest van Roosen, van melisse …, tinctuur van … amber enz., die men op heete steenen of ijzeren plaaten, of wel tegen warme kagchels sproeit,   chomel 3101 a [1773].; Men moet … onderscheid maaken tusschen Rook- en Reukwerken …, want het eerste geeft zijn reuk of damp niet zonder vuur van zich, maar het Reukwerk laat zijn reuk of waasem ook zonder vuur bespeuren, en dient voornamelijk om een aangenaame Reuk te verwekken; daar de eerste ook Medicinaal zijn, Chomel 3101 a [1773].; De Salf-verkooper bereyt den wellustigen parfuymen (ruyckwerck) wel rieckende seep-balletjes en roock-werck, met het welcke sylieden overgooten zijnde, lieffelijck ruycken, Comenius, Deure d. Taalen 137 [1666].; Mijn beê … Klimm' voor uw heilig aangezicht, Als reukwerk, voor U toegericht,   Psalmber. 141, 2 [1773].; Zij (richt) haar … werkplaats met het gewone toestel toe: met allerlei soorten van reukwerken, metaal plaatjes met onkenbare teekens begriffeld enz.,   boeken, in N. Gids X, 200 [1895].",
roos,,noun,,Smell source / object,,WNT,"De roos wordt geprezen om haar schoonheid, prachtige roode kleur en heerlijken geur.","Dat de Roose sonder eenige twijffelinge alle de andere Bloemen lichtelijck van schoonheyt ende reucke te boven gaet, Dodon. 301 b [ed. 1608]. Dat 'er geen aardsche zaak is, die aan een der vijf zinnen zoo zuiver en volmaakt genuchte beschaft, als de geur van d'allereerste roos aan de reuk doet,   de brune, Wetst. 1, 104 [1644].; De roos is voor de neus, de fruyten voor de mont,   cats 2, 305 b [1655].; Wat Gouwe stincken doet, wat Roosen wel doet riecken, Huygens 1, 357 [1651].; Welrieckende … bloemen, ghelijck als Roosen, Lelien,   v. linschoten, Itiner. 77 a [1596].; Den reuc (van zekere vrucht) is als Roosen, ende seer goet,   O.-I. e. W.-I. Voyag. 5, 71 c [1602].; Zoo rieckt geen geur van Roozen, In 't Engelsch Rijck (op de terechtstelling van Karel I), Vondel 4, 389 [1644].; Den blos der roozen, Antonides 1, 65 [1671].; Witte lelien, angelieren en roosen van welke laatste op Cicero hooge heyningen zijn daar men van verre de reuk (van) heeft, Bij v. rhede v. d. kloot, Gouvern.-Gener. v. N.-I. 309 [1776].; Ghy mooght dencken, dat 't geen, daer ghy my van spreeckt, een roos is, ende ick een verkoude neus, Hooft, Br. 3, 461 [1618].; Schertsenderwijze wordt de roos wegens haar heerlijken geur soms daar genoemd, waar het tegendeel van een heerlijken geur wordt bedoeld. Zoo kende men b.v. voorheen te Leiden ”het Roos- of Stinksteegje” (v. mieris, Beschr. v. Leyden 1, 114 a).",
rootput,,noun,,Smell source / object,,WNT,put waarin vlas wordt geroot.,"Lustig ritselden de populierenkruinen omheen den rootput, waarvan het water … dien slechten reuk van bederving verspreidde, welke des zomers Vlaanderen verpest,   loveling, D.E. 165 [1891].",
rosemarijn,,noun,"rosmarijn, roosmarij, roosmarij,rosemarine, rosemarijn; roszmarin, rôsenmarîn, rosmarin, rosenmarin; rosemarin, rosmarin;",Smell source / object,,WNT,De donkergroene bladen verspreiden een aangenamen (specerijachtigen) geur,"Lavenders droef-blaaw bloem, d'eel loof-smal Rosmarein, Ruekzwaar Bazilikom … Door ruek-loos onkruyd, hier niet waren wegh geschoven, Spieghel 68 [c. 1610].; Den Roosmarijn can door sijnen reuc den mensche die in swijm gevallen is, tot sijn selven doen comen, Dodon. 469 a [ed. 1608].; Men zag in deze lantstreek de Rosmarijn over al op de velden in 't wilt in zo groot een overvloet groeien, als de heide op de Veluw …, 't welk … zodanig een reuk en geur van zich (verspreide), dat...., Nieuhof, Gezantsch. Tart. Cham. 1, 129 b.; Thijm, rozemarijn, lavandel, mijrthe en andere ruikende heesters, C. de Jong, Reize n. d. Middell. Zee 86.: De gezigten waren ruim en liepen over drooge heiachtige velden, die veel tijm en rozemarijn voortbrengen, hetgeen niet alleen eenen aangenamen reuk geeft, maar tevens een zeer goed voedsel voor schaap en geit oplevert …, terwijl het vleesch daarenboven door deze heesters gevoed, hier door een geur en smaak verkrijgt, zoo als men maar weinig elders vinden zal, c. de jong, Tweede Reize n. d. Middell. Zee 309.",
rozenbok,,noun,,Smell source / object,,WNT,"Benaming eener soort van boktorren, Aromia moschata L., aldus geheeten naar haar geur, welke eenigszins naar dien van rozen zweemt","Den Reuk van Roozen, die in deeze Insekten, welke zig meest op oude Wilgeboomen onthouden, zo sterk is, dat dezelve zig somtyds over 't Veld verspreidt, wanneer eenige Wilgeboomen, met Roozebokjes beladen, in de nabuurschap zyn,   houttuyn, Nat. Hist. I, 9, 544 [1766].; Het riekende Roozenbokje,   berkhey, N.H. 3, 20 [1772].; De rozenbok, die … eenigszins naar muskus, of als men wil, naar rozen riekt,   burgersdijk, Dieren 3, 319 [1873].",
ruiker,,noun,,Smell source / object,,WNT,,,
ruit,,noun,,Smell source / object,,WNT,"Benaming voor het plantengeslacht Ruta, inzonderheid voor de soort Ruta graveolens, een struik met sterkriekende bladeren.","De Sterckrieckende Ruyte oft Wijnruyte,   dodon. 112 b [ed. 1608].; Deze Sterckrieckende Ruyte (is) tweederleye van geslachten; van de welcke het eerste geslacht in de hoven wast, ende het ander in 't wilt,   178 a.; Tamme Ruyte, oft Hof-Wijn Ruyte met stercken reuck,   Ald.; Wilde Ruyte, met stercken reuck,   178 b.; Men heeft eene Breedbladige of Gemeene …: eene Portugaalsche Ruite, veel sterker van Reuk … en eene Smalbladige Ruite, die men gemeenlyk Berg-Ruite noemt,   houttuyn, Nat. Hist. II, 5, 50 [1775].",
ruschleer,,noun,"Rusleder, rusleer ",Smell source / object,,WNT,"Russisch leder, Moscovisch leder, bepaaldelijk: juchtleder.","Rus-leder; is een zoort van rood leder, dat uit Moscovien gebragt word, en een bijzonderen sterken … reuk heeft,   chomel 1350 b [1770].; Het meeste Jochten- of Rus-leder word gebruikt tot bekleeding van Stoelen of Carossen, tot Laarzen, Schoenen, Zadelmaakers-werk, enz.; als mede … tot Banden van groote Boeken,   1351 a.",
sandelhout,,noun,Sandelboom,Smell source / object,,WNT,"Naam van sommige Indische boomsoorten, waarvan het hout voor meubelen en als verfhout gebruikt wordt en ook een welriekende en geneeskrachtige stof oplevert, t.w. van Santalum album L., Pterocarpus santalinus L. fil. en soms van Moringa pterygosperma.","De Sandel-boom … valt … in Amboina niet, maar echter werd dit hout, dat mede iet Speceryagtigs, en een aangenaame geur by zich heeft, zeer veel zoo onder de reukwerken van den Inlander, als in hunne Genees-kunde, gebruikt,   valentijn, O.-I. III, 206 b.; De Sandal-boom … (groeid) in 't diepste en op 't hoogste der Bergen,   III, 207 b.; Dat 'er aan het Hout der jonge Sandelboomen geen Kleur of Reuk is,   houttuyn, Nat. Hist. II, 2, 295 [1774].; Sandelhout; van den sandelboom in Oost-Indië,   kuyper, Technol. 1, 672.",
sarge,,noun,sarget,Smell source / object,,WNT,"Deken, t.w. beddedeken, reisdeken, paardendeken","Alles was nieuw en rein; de sargetjes waren nog wit en zacht en hadden dien reuk van wol, die aan de schapen herinnert,   loveling, D.E. 92 [1891].",
schadde,,noun,,Smell source / object,,WNT,"Zode van veenachtigen heidegrond, die als brandstof gebruikt wordt.","Schaddenvuur: ”De eigenaardige balsemgeur der heide en de reuk der schaddenvuren vervulden de lucht”, Consc. 4, 96 a [ed. 1869]; ”Het schaddenvuur …, dat in den haard smeulde”, Sleeckx 9, 48 [1864]).",
schaddenvuur,,noun,,Smell source / object,,WNT,,"Als de eerste mael de reuk der schaddenvuren my door den wind werd toegevoerd,  consc., Rikke-Tikke-Tak 37 [1851].; (”De eigenaardige balsemgeur der heide en de reuk der schaddenvuren vervulden de lucht”, consc. 4, 96 a [ed. 1869]; ”Het schaddenvuur …, dat in den haard smeulde”, sleeckx 9, 48 [1864]).",
scheepsbeschuit,,noun,,Smell source / object,,WNT,"Een scheepsbeschuit van goede kwaliteit moet smakelijk, van goeden reuk zijn, knappend in eens doorbreken, en op de breuk glimmend zijn als verglaasd,   Ned. Handelsmag. 1067 a [1843].",,
